,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,country_of_bean_origin_latitude,country_of_bean_origin_longitude
926,1243,Heirloom Cacao Preservation (Guittard),U.S.A,2014,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,earthy,medicinal,,-16.713055,-64.66665
927,1744,Heirloom Cacao Preservation (Manoa),U.S.A,2016,USA,"O'ahu Island, Maunawili, Agri Research C., 2015",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,astringent,smoke,cream,,37.09024,-95.712891
928,1744,Heirloom Cacao Preservation (Millcreek),U.S.A,2016,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2015",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,,,,-1.4215289,-78.87104
929,1748,Heirloom Cacao Preservation (Mindo),U.S.A,2016,Ecuador,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong floral,black licorice,,,-1.4215289,-78.87104
930,1744,Heirloom Cacao Preservation (Zokoko),U.S.A,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,honey,cream,,-16.713055,-64.66665
931,1744,Heirloom Cacao Preservation (Zokoko),U.S.A,2016,Bolivia,"Alto Beni, Upper Rio Beni, 2015",68.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,mild nutty & woody,,,-16.713055,-64.66665
932,1462,hello cocoa,U.S.A,2015,Venezuela,Venezuela,74.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,mild fruit,,7.6653886,-66.14542
933,1458,hello cocoa,U.S.A,2015,Uganda,Uganda,57.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,too sweet,spicy,candied,,1.277328,32.389984
934,1550,hexx,U.S.A,2015,Ecuador,Ecuador,73.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,floral,palm,sour,,-1.4215289,-78.87104
935,1550,hexx,U.S.A,2015,Peru,Peru,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,palm,spicy,flour,,-9.803302,-75.22187
936,1546,hexx,U.S.A,2015,Madagascar,Madagascar,74.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sandy,tart,tangy,palm,-19.272394,46.698433
937,1546,hexx,U.S.A,2015,Venezuela,Venezuela,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,intense,palm,nutty,,7.6653886,-66.14542
938,1546,hexx,U.S.A,2015,United Republic of Tanzania,Tanzania,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,intense,palm,earthy,,-6.306897,34.853928
939,2146,hexx,U.S.A,2018,Dominican Republic,"Oko Caribe, batch 0719",71.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,fruity,tannic,coconut,,19.019825,-70.792854
940,2150,hexx,U.S.A,2018,United Republic of Tanzania,"Kokoa Kamili, batch 0214",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,lemon,late sour & molasses,,,-6.306897,34.853928
941,2150,hexx,U.S.A,2018,Madagascar,"Sambirano Valley, batch 0124",74.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sour,citrus,molasses,,-19.272394,46.698433
942,2146,hexx,U.S.A,2018,Ecuador,"Camino Verde, batch 0722",73.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,harsh flavor,hay,,,-1.4215289,-78.87104
943,2150,hexx,U.S.A,2018,Peru,"Maranon, batch 0723",70.0,2.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,light color,sour,pungent,,-9.803302,-75.22187
944,1712,Hogarth,New zealand,2016,Peru,Gran Blanco,66.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild caramel,honey,,,-9.803302,-75.22187
945,1712,Hogarth,New zealand,2016,Dominican Republic,Conacado,75.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,bitter,coffee,,19.019825,-70.792854
946,1712,Hogarth,New zealand,2016,Madagascar,Akesson's Estate,70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour,earthy,,,-19.272394,46.698433
947,1712,Hogarth,New zealand,2016,Venezuela,Carenero Superior,72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,off notes,,,7.6653886,-66.14542
948,2450,Hogarth,New zealand,2019,Ecuador,Hacienda Victoria,85.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,butterscotch,burnt cinnamon,,,-1.4215289,-78.87104
949,2426,Hogarth,New zealand,2019,Venezuela,"Porcelana, Lake Maracaibo",68.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high acid,sweet,nut,strawberry,7.6653886,-66.14542
950,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,58.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,nutty,sweet,,-1.4215289,-78.87104
951,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,58.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,intense floral,spciy,,-1.4215289,-78.87104
952,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,72.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,floral,slight musty,,-1.4215289,-78.87104
953,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,80.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,perfume,nutty,,-1.4215289,-78.87104
954,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,80.0,2.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,burning,,,-1.4215289,-78.87104
955,431,Holy Cacao,Israel,2009,Dominican Republic,Hispaniola w/ nibs,75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,red berry,cocoa,mild coffee,,19.019825,-70.792854
956,431,Holy Cacao,Israel,2009,Peru,San Martin,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coffee,red berry,tart,,-9.803302,-75.22187
957,431,Holy Cacao,Israel,2009,Dominican Republic,Hispaniola,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,red berry,sour,,19.019825,-70.792854
958,431,Holy Cacao,Israel,2009,Ivory coast,Ivory Coast,70.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sour,cheesey,off,0.0,0.0
959,1466,Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,roasty,coffee,,-1.4215289,-78.87104
960,1466,Holy Cacao,Israel,2015,Madagascar,Sambirano,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,fatty,,,-19.272394,46.698433
961,1466,Holy Cacao,Israel,2015,Trinidad and Tobago,Gran Couva,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,tea,fatty,10.68574,-61.164062
962,1466,Holy Cacao,Israel,2015,Venezuela,Mara,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,fatty,nutty,,7.6653886,-66.14542
963,1872,Holy Cacao,Israel,2016,Peru,Maranon,70.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour,raw,green,,-9.803302,-75.22187
964,1327,Honest,South africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,true to sugar,green,fatty,,-1.4215289,-78.87104
965,2134,Hotel Chocolat,U.k.,2018,Colombia,"Sierra Nevada, Cienaga",75.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,woody,dried fruit,,3.9976072,-73.27797
966,2386,Hotel Chocolat,U.k.,2019,Honduras,Copan,72.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour raisin,woody,fatty,,14.975033,-86.26477
967,2386,Hotel Chocolat,U.k.,2019,United Republic of Tanzania,Kilombero Valley,80.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,mild bitter,banana,,-6.306897,34.853928
968,296,Hotel Chocolat (Coppeneur),U.k.,2008,United Republic of Tanzania,Tanzania,75.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,mild cocoa,,-6.306897,34.853928
969,600,Hotel Chocolat (Coppeneur),U.k.,2010,Venezuela,Chuao,70.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,ashey,woody,bright red,,7.6653886,-66.14542
970,623,Hotel Chocolat (Coppeneur),U.k.,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",80.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,floral,,,-1.4215289,-78.87104
971,809,Hotel Chocolat (Coppeneur),U.k.,2012,Madagascar,Sambirano,66.0,3.5,4,have_bean,have_not_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,red berry,sour,,-19.272394,46.698433
972,1038,Hotel Chocolat (Coppeneur),U.k.,2013,Vietnam,Mekong Delta & Dong Nai,80.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,fruity,intense,,16.94043,106.81643
973,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara, 2012",82.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,spicy,sl. Burnt,,-1.4215289,-78.87104
974,1038,Hotel Chocolat (Coppeneur),U.k.,2013,Trinidad and Tobago,Trinidad,75.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,vegetal,sour,,10.68574,-61.164062
975,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara",90.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,leathery,intense bitter,,-1.4215289,-78.87104
976,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,mild coffee,,,-19.272394,46.698433
977,1113,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100.0,2.5,1,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_not_sweetener_without_sugar,candy,uncontrolled bitterness,,,-1.4215289,-78.87104
978,1097,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,coffee,rich,,7.6653886,-66.14542
979,1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,gritty,roasty,,7.6653886,-66.14542
980,1311,Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raisins,rich choco,,,19.019825,-70.792854
981,1387,Hummingbird,Canada,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,mild fruit,fatty,,19.019825,-70.792854
982,1307,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,cherry,metallic,,-16.713055,-64.66665
983,1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,floral,metallic,,-16.713055,-64.66665
984,1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,metallic edge,,,12.903773,-84.92182
985,1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,mild roasty,,,16.94043,106.81643
986,733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,delicate fruit,,7.6653886,-66.14542
987,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,fruity,,7.6653886,-66.14542
988,737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,peanut,coffee,cocoa,bread,7.6653886,-66.14542
989,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,earthy,,7.6653886,-66.14542
990,725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,cocoa,lemon,,7.6653886,-66.14542
991,725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,roasted nuts,fatty,,7.6653886,-66.14542
992,733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,cocoa,,7.6653886,-66.14542
993,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,muted,,7.6653886,-66.14542
994,729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sour,raisin,,7.6653886,-66.14542
995,1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rich,berry notes,,7.6653886,-66.14542
996,1788,Indah,India,2016,India,India (south),61.0,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour,sweet,rubber,,23.406012,79.45809
997,821,Indaphoria,U.S.A,2012,Dominican Republic,La Red,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,heavy roast,black licorice,,,19.019825,-70.792854
998,907,Indaphoria,U.S.A,2012,Dominican Republic,"Conacado, Manifesto",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sandy,strawberry,coconut,,19.019825,-70.792854
999,1255,Indi,U.S.A,2014,Honduras,Honduras,77.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,buttery,intense,spice,roasty,14.975033,-86.26477
1000,2008,Indi,U.S.A,2017,Vietnam,Lam Dong,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,roasty,,,16.94043,106.81643
1001,943,iQ Chocolate,Scotland,2012,Peru,black label,72.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sandy,caramel,,,-9.803302,-75.22187
1002,943,iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",72.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,very sandy,sweet,spicy,,-9.803302,-75.22187
1003,1275,Isidro,U.S.A,2014,Madagascar,"Madagascar, batch 27",72.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tart,earthy,,-19.272394,46.698433
1004,1279,Isidro,U.S.A,2014,Belize,"Belize, batch 26",72.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild metallic,spice,tea,,17.225292,-88.66974
1005,1279,Isidro,U.S.A,2014,Dominican Republic,"Dominican Republic, batch 30",72.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,nutty,spicy,,19.019825,-70.792854
1006,1279,Isidro,U.S.A,2014,Peru,"Peru, batch 25",72.0,2.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off notes,pungent,,,-9.803302,-75.22187
1007,2250,Islands Chocolate,St.vincent-grenadines,2018,St.vincent-grenadines,Perseverance E.,72.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,meaty,vegetal,,0.0,0.0
1008,1542,Izard,U.S.A,2015,Belize,"Maya Mountain, Toledo, Batch 29",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,cherry,rich,metallic,17.225292,-88.66974
1009,1546,Izard,U.S.A,2015,Dominican Republic,"Elvesia P., Batch 32",70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,molasses,fruit,,19.019825,-70.792854
1010,5,Jacque Torres,U.S.A,2006,Ghana,Trinatario Treasure,71.0,2.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,unrefined,off notes,,7.9213305,-1.2043862
1011,2146,Jean Marie Auboine,U.S.A,2018,Venezuela,"Venezuela, batch 107",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,,,7.6653886,-66.14542
1012,2008,Johnny Iuzzini,U.S.A,2017,Ecuador,"Costa Esmeralda, Batch 30",78.0,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,full bodied,floral,,,-1.4215289,-78.87104
1013,1972,Johnny Iuzzini,U.S.A,2017,Venezuela,"Ocumare, Cuyagua",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,nutty,butterscotch,,7.6653886,-66.14542
1014,1976,Johnny Iuzzini,U.S.A,2017,Vietnam,"Tien Giang, Mekong Delta",65.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,fruity,vanilla,,16.94043,106.81643
1015,1980,Johnny Iuzzini,U.S.A,2017,Ecuador,Camino Verde P.,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,bourbon,salt,,-1.4215289,-78.87104
1016,2008,Johnny Iuzzini,U.S.A,2017,Madagascar,"Sambirano Valley, Batch 7",68.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,gateway,,,-19.272394,46.698433
1017,1976,Johnny Iuzzini,U.S.A,2017,Jamaica,Mount Pleasant,67.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,candy like,sweet,dairy,,18.143444,-77.34655
1018,1976,Johnny Iuzzini,U.S.A,2017,Peru,"San Martin, Oro Verde",75.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,tobacco,candied,,-9.803302,-75.22187
1019,2104,Johnny Iuzzini,U.S.A,2018,Colombia,"Tumaco, batch 2",73.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,bold,gritty,,3.9976072,-73.27797
1020,2104,Johnny Iuzzini,U.S.A,2018,Trinidad and Tobago,"Tabaquite, batch 12",80.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bold,spice,sour fruit,gritty,10.68574,-61.164062
1021,2100,Johnny Iuzzini,U.S.A,2018,India,"Anamalai, batch 8",66.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,coffee,sweet,hammy,23.406012,79.45809
1022,1534,Jordis,Czech republic,2015,Madagascar,Madagascar,63.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off note,vanilla,basic cocoa,,-19.272394,46.698433
1023,2458,Jordis,Czech republic,2020,Venezuela,Chuao,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,harsh,burnt nuts,powdery,,7.6653886,-66.14542
1024,2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,brownie,,,,14.484582,100.85191
1025,2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,cocoa,sour veggie,,14.484582,100.85191
1026,2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,herbal,tea-like,,,14.484582,100.85191
